,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
18157,None,291.06,0.0,0.0,1,Clear,sky is clear,9/10/2015 18:00,4725,high
1308,None,284.55,0.0,0.0,40,Clouds,scattered clouds,11/19/2012 17:00,5908,very high
7290,None,295.0,0.0,0.0,0,Clear,Sky is Clear,6/29/2013 1:00,779,very low
9168,None,293.41,0.0,0.0,40,Clouds,scattered clouds,9/28/2013 5:00,879,very low
46306,None,288.74,0.0,0.0,20,Clouds,few clouds,7/31/2018 7:00,5655,high
14120,None,284.75,0.87,0.0,40,Mist,mist,5/8/2014 9:00,5048,high
33394,None,282.56,0.0,0.0,1,Clear,sky is clear,5/6/2017 3:00,511,very low
3583,None,269.95,0.0,0.0,20,Clouds,few clouds,2/13/2013 19:00,3098,low
46650,None,292.15,0.0,0.0,5,Mist,mist,8/12/2018 8:00,1850,very low
11678,None,256.1,0.0,0.0,64,Clouds,broken clouds,1/22/2014 15:00,5446,high
12,None,288.61,0.0,0.0,1,Clear,sky is clear,10/2/2012 21:00,2361,very low
2209,None,269.21,0.0,0.0,90,Haze,haze,12/19/2012 17:00,5784,high
29661,None,270.34,0.0,0.0,1,Clear,sky is clear,1/1/2017 11:00,3500,low
9740,None,275.52,0.0,0.0,64,Clouds,broken clouds,11/9/2013 20:00,2661,very low
35224,None,292.28,0.0,0.0,90,Mist,mist,7/10/2017 6:00,5677,high
3131,None,255.46,0.0,0.0,90,Clouds,overcast clouds,1/23/2013 16:00,6606,very high
3035,None,264.75,0.0,0.0,90,Snow,heavy snow,1/19/2013 1:00,696,very low
28075,None,279.79,0.0,0.0,1,Clear,sky is clear,11/14/2016 20:00,2220,very low
35548,None,295.51,0.0,0.0,90,Thunderstorm,thunderstorm,7/21/2017 9:00,4541,high
34680,None,288.09,0.0,0.0,90,Rain,heavy intensity rain,6/20/2017 7:00,5665,high
3863,None,270.62,0.0,0.0,75,Clouds,broken clouds,2/24/2013 17:00,3845,low
29340,None,272.49,0.0,0.0,75,Clouds,broken clouds,12/21/2016 23:00,1187,very low
5409,None,281.07,0.0,0.0,90,Fog,fog,4/22/2013 19:00,2422,very low
22898,None,274.88,0.0,0.0,75,Fog,fog,4/29/2016 4:00,810,very low
38944,None,279.15,0.0,0.0,90,Mist,mist,11/14/2017 21:00,3722,low
38597,None,275.75,0.0,0.0,90,Clouds,overcast clouds,11/2/2017 20:00,2846,very low
7957,None,297.09,0.0,0.0,92,Clouds,overcast clouds,7/26/2013 20:00,3140,low
28085,None,273.68,0.0,0.0,1,Mist,mist,11/15/2016 2:00,242,very low
14904,None,291.11,0.0,0.0,1,Clear,sky is clear,6/5/2014 2:00,343,very low
12375,None,275.87,0.0,0.0,90,Clouds,overcast clouds,2/20/2014 0:00,605,very low
26605,None,289.59,0.0,0.0,20,Haze,haze,9/14/2016 12:00,4706,high
43056,None,270.22,0.0,0.0,90,Mist,mist,4/9/2018 0:00,427,very low
3649,None,261.41,0.0,0.0,90,Clouds,overcast clouds,2/16/2013 1:00,757,very low
36005,None,292.15,0.0,0.0,90,Rain,light rain,8/6/2017 20:00,2872,very low
4219,None,275.36,0.0,0.0,90,Drizzle,light intensity drizzle,3/10/2013 19:00,2743,very low
5081,None,270.77,0.0,0.0,90,Snow,heavy snow,4/13/2013 7:00,2163,very low
11649,None,255.57,0.0,0.0,64,Snow,light snow,1/21/2014 16:00,6322,very high
14770,None,294.39,0.0,0.0,75,Clouds,broken clouds,5/31/2014 5:00,901,very low
10280,None,271.8,0.0,0.0,64,Snow,light snow,12/2/2013 4:00,814,very low
27173,None,279.28700000000003,0.0,0.0,56,Clouds,broken clouds,10/7/2016 20:00,3196,low
16208,None,286.81,0.0,0.0,1,Clear,sky is clear,7/3/2015 4:00,464,very low
26619,None,285.1,0.0,0.0,1,Clear,sky is clear,9/15/2016 2:00,255,very low
6975,None,289.4,0.0,0.0,0,Clear,Sky is Clear,6/14/2013 8:00,5588,high
10896,None,255.38,0.0,0.0,64,Clouds,broken clouds,12/23/2013 11:00,4792,high
22200,None,274.49,0.0,0.0,75,Clouds,broken clouds,4/2/2016 18:00,4622,high
19552,None,285.51,0.0,0.0,90,Mist,mist,11/18/2015 0:00,543,very low
21316,None,272.35,0.0,0.0,90,Snow,light snow,2/15/2016 23:00,964,very low
9999,None,279.5,0.0,0.0,90,Clouds,overcast clouds,11/20/2013 8:00,6150,very high
3679,None,257.14,0.0,0.0,20,Snow,heavy snow,2/17/2013 8:00,1647,very low
5024,None,272.6,0.0,0.0,90,Fog,fog,4/12/2013 7:00,5652,high
46770,None,292.02,0.0,0.0,1,Mist,mist,8/17/2018 4:00,899,very low
13720,None,271.73,0.51,0.0,90,Rain,light rain,4/17/2014 5:00,2712,very low
24178,None,291.11,0.0,0.0,88,Clouds,overcast clouds,6/14/2016 8:00,5944,very high
41673,None,265.75,0.0,0.0,90,Mist,mist,2/20/2018 11:00,4058,low
31594,None,271.15,0.0,0.0,5,Clear,sky is clear,3/8/2017 19:00,3529,low
5772,None,274.21,0.0,0.0,90,Drizzle,light intensity drizzle,5/4/2013 22:00,2898,very low
20252,None,260.38,0.0,0.0,1,Clear,sky is clear,12/28/2015 1:00,382,very low
40414,None,266.15,0.0,0.0,75,Clouds,broken clouds,1/7/2018 10:00,3256,low
39648,None,269.99,0.0,0.0,90,Clouds,overcast clouds,12/10/2017 9:00,2745,very low
23963,None,293.7,0.0,0.0,40,Clouds,scattered clouds,6/5/2016 10:00,3833,low
9172,None,292.16,0.0,0.0,90,Rain,moderate rain,9/28/2013 9:00,4050,low
15504,None,287.52,0.0,0.0,90,Rain,moderate rain,7/14/2014 20:00,2929,low
30718,None,263.03,0.0,0.0,5,Clear,sky is clear,2/2/2017 18:00,4555,high
24791,None,293.96,0.0,0.0,20,Clouds,few clouds,7/8/2016 22:00,2367,very low
42338,None,279.95,0.0,0.0,1,Clear,sky is clear,3/14/2018 18:00,4718,high
43695,None,286.02,0.0,0.0,1,Rain,moderate rain,4/30/2018 9:00,5171,high
17278,None,293.92,0.0,0.0,1,Clear,sky is clear,8/10/2015 21:00,2700,very low
27465,None,282.512,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 15:00,4793,high
29493,None,274.98,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,12/25/2016 21:00,1858,very low
34091,None,288.71,0.0,0.0,40,Rain,light rain,5/28/2017 21:00,2736,very low
46332,None,292.01,0.0,0.0,90,Rain,moderate rain,8/1/2018 7:00,5853,very high
28926,None,268.35,0.0,0.0,90,Snow,light snow,12/8/2016 11:00,4751,high
46808,None,291.72,0.0,0.0,5,Fog,fog,8/18/2018 9:00,3922,low
31250,None,272.84,0.0,0.0,90,Clouds,overcast clouds,2/23/2017 18:00,4860,high
17677,None,289.06,0.0,0.0,90,Clouds,overcast clouds,8/23/2015 23:00,1041,very low
47451,None,290.29,0.0,0.0,90,Clouds,overcast clouds,9/5/2018 9:00,5237,high
14335,None,281.07,0.0,0.0,75,Clouds,broken clouds,5/14/2014 23:00,1222,very low
32131,None,275.72,0.0,0.0,90,Fog,fog,3/27/2017 8:00,6138,very high
37885,None,282.16,0.0,0.0,1,Clear,sky is clear,10/9/2017 3:00,337,very low
28695,None,276.48,0.0,0.0,90,Drizzle,light intensity drizzle,11/30/2016 14:00,4704,high
42191,None,262.55,0.0,0.0,1,Mist,mist,3/9/2018 8:00,5947,very high
5587,None,289.48,0.0,0.0,1,Clear,sky is clear,4/28/2013 23:00,2372,very low
6393,None,292.58,0.0,0.0,75,Clouds,broken clouds,5/25/2013 16:00,3980,low
47130,None,297.48,4.06,0.0,75,Thunderstorm,thunderstorm,8/27/2018 18:00,3629,low
15144,None,296.59,0.0,0.0,0,Clear,Sky is Clear,6/24/2014 9:00,5394,high
1325,None,283.53,0.0,0.0,40,Clouds,scattered clouds,11/20/2012 10:00,4826,high
43101,None,274.55,0.0,0.0,90,Clouds,overcast clouds,4/10/2018 13:00,5099,high
5544,None,281.14,0.0,0.0,90,Rain,light rain,4/27/2013 4:00,371,very low
6400,None,287.38,0.0,0.0,90,Thunderstorm,proximity thunderstorm with drizzle,5/25/2013 22:00,2491,very low
3876,None,261.73,0.0,0.0,90,Mist,mist,2/25/2013 4:00,778,very low
16788,None,291.81,0.0,0.0,1,Clear,sky is clear,7/23/2015 7:00,5315,high
43096,None,272.29,0.0,0.0,90,Clouds,overcast clouds,4/10/2018 8:00,6190,very high
45462,None,295.36,0.0,0.0,40,Rain,light rain,7/1/2018 4:00,372,very low
350,None,286.93,0.0,0.0,75,Clouds,broken clouds,10/17/2012 1:00,333,very low
313,None,281.72,0.0,0.0,100,Clear,sky is clear,10/15/2012 12:00,4823,high
20128,None,273.1,0.0,0.0,90,Clouds,overcast clouds,12/21/2015 16:00,6356,very high
22928,None,277.53,0.0,0.0,40,Clouds,scattered clouds,4/30/2016 6:00,1442,very low
19979,None,277.08,0.0,0.0,90,Mist,mist,12/13/2015 18:00,3444,low
40789,None,278.15,0.0,0.0,40,Clouds,scattered clouds,1/19/2018 17:00,5657,high
25210,None,300.85,0.0,0.0,40,Clouds,scattered clouds,7/24/2016 15:00,463,very low
32996,None,290.35,0.0,0.0,1,Clear,sky is clear,4/24/2017 11:00,4548,high
6818,None,287.44,0.0,0.0,32,Clouds,scattered clouds,6/9/2013 8:00,1590,very low
3402,None,259.1,0.0,0.0,40,Clouds,scattered clouds,2/7/2013 2:00,372,very low
33693,None,292.49,0.0,0.0,40,Clouds,scattered clouds,5/17/2017 0:00,722,very low
41885,None,272.58,0.0,0.0,1,Clear,sky is clear,2/26/2018 23:00,1008,very low
42814,None,261.65,0.0,0.0,1,Clear,sky is clear,4/1/2018 4:00,249,very low
30249,None,275.15,0.0,0.0,90,Drizzle,heavy intensity drizzle,1/20/2017 1:00,366,very low
8055,None,292.1,0.0,0.0,80,Rain,light rain,7/30/2013 23:00,1204,very low
44604,None,295.58,0.0,0.0,20,Clouds,few clouds,6/1/2018 21:00,3519,low
31806,None,274.83,0.0,0.0,90,Drizzle,light intensity drizzle,3/16/2017 22:00,2857,very low
8309,None,289.57,0.0,0.0,1,Clear,sky is clear,8/10/2013 0:00,1215,very low
16140,None,289.27,0.0,0.0,1,Mist,mist,6/30/2015 6:00,5859,very high
24191,None,292.18,0.0,0.0,92,Rain,moderate rain,6/14/2016 21:00,2204,very low
45878,None,303.08,0.0,0.0,75,Clouds,broken clouds,7/15/2018 15:00,4063,low
26072,None,291.46,0.0,0.0,90,Drizzle,light intensity drizzle,8/27/2016 14:00,4224,low
22506,None,292.29,0.0,0.0,40,Clouds,scattered clouds,4/17/2016 0:00,1388,very low
11302,None,249.64,0.0,0.0,1,Clear,sky is clear,1/8/2014 3:00,304,very low
21950,None,271.15,0.0,0.0,1,Clear,sky is clear,3/21/2016 8:00,5884,very high
35968,None,296.48,0.0,0.0,75,Clouds,broken clouds,8/5/2017 13:00,4378,high
20385,None,270.11,0.0,0.0,90,Clouds,overcast clouds,1/3/2016 7:00,1347,very low
46988,None,291.79,2.03,0.0,90,Mist,mist,8/24/2018 10:00,4539,high
39158,None,264.22,0.0,0.0,1,Clear,sky is clear,11/22/2017 2:00,320,very low
3098,None,250.63,0.0,0.0,42,Clouds,scattered clouds,1/22/2013 2:00,185,very low
38348,None,276.65,0.0,0.0,90,Mist,mist,10/26/2017 20:00,3222,low
4344,None,267.5,0.0,0.0,90,Clouds,overcast clouds,3/17/2013 3:00,402,very low
1278,None,283.49,0.0,0.0,75,Clouds,broken clouds,11/18/2012 11:00,3630,low
13141,None,264.28,0.0,0.0,90,Clouds,overcast clouds,3/24/2014 1:00,303,very low
20351,None,264.16,0.0,0.0,1,Clear,sky is clear,1/1/2016 7:00,882,very low
22305,None,276.86,0.0,0.0,90,Drizzle,light intensity drizzle,4/7/2016 11:00,4994,high
32915,None,274.49,0.0,0.0,1,Fog,fog,4/21/2017 4:00,808,very low
18388,None,288.17,0.76,0.0,90,Rain,light rain,9/18/2015 17:00,5606,high
16215,None,295.86,0.0,0.0,1,Clear,sky is clear,7/3/2015 11:00,4034,low
27913,None,280.82,0.0,0.0,1,Clear,sky is clear,11/8/2016 3:00,322,very low
38441,None,273.44,0.0,0.0,1,Clear,sky is clear,10/28/2017 19:00,3847,low
2437,None,259.06,0.0,0.0,75,Clouds,broken clouds,12/28/2012 4:00,633,very low
3641,None,269.04,0.0,0.0,75,Clouds,broken clouds,2/15/2013 17:00,5915,very high
1066,None,280.18,0.0,0.0,90,Clouds,overcast clouds,11/10/2012 20:00,2905,very low
36946,None,289.65,0.0,0.0,75,Clouds,broken clouds,9/6/2017 12:00,4991,high
8712,None,295.62,0.0,0.0,24,Clouds,few clouds,8/30/2013 0:00,773,very low
33700,None,290.08,0.0,0.0,90,Rain,moderate rain,5/17/2017 3:00,341,very low
30209,None,272.96,0.0,0.0,1,Haze,haze,1/19/2017 2:00,433,very low
7502,None,302.07,0.0,0.0,68,Clouds,broken clouds,7/7/2013 18:00,4210,low
25858,None,290.5,0.0,0.0,100,Rain,light rain,8/20/2016 0:00,1192,very low
34334,None,300.69,0.0,0.0,90,Drizzle,light intensity drizzle,6/7/2017 20:00,3076,low
27036,None,283.75,0.0,0.0,8,Clear,sky is clear,10/2/2016 3:00,413,very low
23582,None,291.18,0.0,0.0,90,Clouds,overcast clouds,5/24/2016 3:00,346,very low
24976,None,289.07,0.0,0.0,0,Clear,Sky is Clear,7/15/2016 22:00,2934,low
17924,None,292.91,0.3,0.0,40,Fog,fog,9/3/2015 3:00,395,very low
11016,None,277.05,1.06,0.0,64,Rain,moderate rain,12/27/2013 15:00,5268,high
14893,None,299.22,0.0,0.0,40,Clouds,scattered clouds,6/4/2014 15:00,6128,very high
21789,None,285.94,0.0,0.0,90,Haze,haze,3/14/2016 15:00,5721,high
46629,None,303.28,0.0,0.0,90,Clouds,overcast clouds,8/11/2018 17:00,4134,low
12834,None,276.57,0.25,0.0,90,Rain,light rain,3/11/2014 6:00,5338,high
44508,None,292.92,0.0,0.0,90,Thunderstorm,proximity thunderstorm,5/30/2018 0:00,527,very low
35591,None,293.29,0.0,0.0,1,Clear,sky is clear,7/23/2017 2:00,771,very low
46382,None,289.29,0.0,0.0,75,Clouds,broken clouds,8/3/2018 6:00,5265,high
44524,None,294.58,0.0,0.0,90,Rain,light rain,5/30/2018 12:00,4923,high
5754,None,275.87,0.0,0.0,90,Rain,moderate rain,5/4/2013 16:00,4760,high
31982,None,276.62,0.0,0.0,90,Mist,mist,3/23/2017 20:00,3021,low
254,None,283.64,0.0,0.0,1,Clear,sky is clear,10/13/2012 18:00,4221,low
44279,None,288.15,0.0,0.0,90,Clouds,overcast clouds,5/22/2018 0:00,554,very low
48184,None,280.17,0.0,0.0,90,Clouds,overcast clouds,9/30/2018 6:00,802,very low
47801,None,288.46,2.54,0.0,90,Mist,mist,9/18/2018 9:00,5123,high
43802,None,284.09,0.0,0.0,1,Clear,sky is clear,5/4/2018 7:00,6587,very high
9641,None,276.39,0.0,0.0,90,Clouds,overcast clouds,10/24/2013 23:00,1400,very low
11619,None,265.34,0.0,0.0,90,Snow,light snow,1/20/2014 9:00,3634,low
2101,None,274.52,0.0,0.0,90,Drizzle,drizzle,12/16/2012 19:00,2597,very low
37558,None,281.69,0.0,0.0,1,Clear,sky is clear,9/29/2017 6:00,5831,very high
24634,None,288.46,0.0,0.0,1,Clear,sky is clear,7/3/2016 4:00,419,very low
39368,None,276.88,0.0,0.0,1,Clear,sky is clear,11/30/2017 18:00,4668,high
3871,None,263.42,0.0,0.0,40,Haze,haze,2/25/2013 1:00,260,very low
18855,None,286.25,3.05,0.0,90,Rain,moderate rain,10/8/2015 3:00,353,very low
8690,None,302.17,0.0,0.0,1,Clear,sky is clear,8/28/2013 10:00,4941,high
32524,None,280.02,0.0,0.0,90,Clouds,overcast clouds,4/10/2017 11:00,4539,high
15296,None,292.07,0.0,0.0,1,Clear,sky is clear,7/7/2014 4:00,870,very low
41646,None,266.58,0.0,0.0,90,Snow,light snow,2/19/2018 20:00,1821,very low
4363,None,269.48,0.0,0.0,90,Clouds,overcast clouds,3/18/2013 15:00,4922,high
39,None,281.69,0.0,0.0,1,Clear,sky is clear,10/4/2012 4:00,835,very low
26196,None,288.6,0.0,0.0,1,Clear,sky is clear,8/31/2016 0:00,570,very low
37108,None,300.23,0.0,0.0,1,Clear,sky is clear,9/12/2017 14:00,5332,high
17500,None,291.22,2.49,0.0,90,Mist,mist,8/18/2015 18:00,4166,low
33822,None,281.55,0.0,0.0,90,Drizzle,light intensity drizzle,5/20/2017 6:00,1271,very low
44615,None,288.14,0.0,0.0,90,Rain,light rain,6/2/2018 9:00,3707,low
47090,None,295.2,1.02,0.0,75,Rain,moderate rain,8/26/2018 10:00,4017,low
21275,None,261.02,0.0,0.0,90,Clouds,overcast clouds,2/14/2016 4:00,401,very low
37704,None,291.09,0.0,0.0,90,Mist,mist,10/3/2017 15:00,5828,very high
7124,None,299.57,0.0,0.0,92,Rain,moderate rain,6/22/2013 0:00,1175,very low
23669,None,290.42,0.0,0.0,90,Clouds,overcast clouds,5/27/2016 2:00,327,very low
33528,None,283.63,0.0,0.0,1,Clear,sky is clear,5/11/2017 3:00,365,very low
45331,None,291.55,0.0,0.0,90,Mist,mist,6/26/2018 4:00,887,very low
17199,None,291.71,0.0,0.0,1,Mist,mist,8/8/2015 2:00,705,very low
43177,None,276.65,0.0,0.0,75,Rain,light rain,4/13/2018 10:00,4853,high
15556,None,289.04,0.0,0.0,1,Clear,sky is clear,7/16/2014 23:00,1289,very low
37657,None,291.41,0.0,0.0,90,Mist,mist,10/2/2017 18:00,3897,low
24406,None,295.8,0.0,0.0,48,Clouds,scattered clouds,6/23/2016 20:00,3346,low
16742,None,292.34,0.0,0.0,1,Clear,sky is clear,7/21/2015 9:00,5024,high
20321,None,264.09,0.0,0.0,1,Clear,sky is clear,12/31/2015 3:00,358,very low
40597,None,248.79,0.0,0.0,5,Clear,sky is clear,1/13/2018 7:00,1720,very low
40126,None,256.14,0.0,0.0,75,Clouds,broken clouds,12/27/2017 18:00,4295,low
3889,None,271.5,0.0,0.0,90,Clouds,overcast clouds,2/25/2013 12:00,4734,high
7856,None,289.48,5.97,0.0,0,Rain,heavy intensity rain,7/22/2013 10:00,4503,high
16540,None,293.47,0.0,0.0,1,Clear,sky is clear,7/14/2015 7:00,5646,high
30865,None,255.09,0.0,0.0,40,Clouds,scattered clouds,2/8/2017 8:00,6115,very high
46069,None,290.68,0.0,0.0,40,Clouds,scattered clouds,7/22/2018 5:00,525,very low
5354,None,272.77,0.0,0.0,1,Clear,sky is clear,4/20/2013 22:00,3416,low
20603,None,263.08,0.0,0.0,1,Haze,haze,1/13/2016 23:00,1049,very low
37346,None,299.02,0.0,0.0,1,Clear,sky is clear,9/21/2017 20:00,3442,low
427,None,282.41,0.0,0.0,92,Rain,light rain,10/19/2012 17:00,4619,high
41392,None,256.88,0.0,0.0,1,Clear,sky is clear,2/10/2018 4:00,389,very low
48118,None,287.61,0.0,0.0,90,Clouds,overcast clouds,9/27/2018 13:00,4787,high
34570,None,291.15,0.0,0.0,1,Clear,sky is clear,6/16/2017 2:00,411,very low
1859,None,272.35,0.0,0.0,90,Snow,heavy snow,12/10/2012 8:00,4265,low
46516,None,296.8,0.0,0.0,1,Rain,light rain,8/7/2018 15:00,5555,high
12648,None,248.72,0.0,0.0,40,Clouds,scattered clouds,3/3/2014 6:00,5264,high
42392,None,271.58,0.0,0.0,1,Clear,sky is clear,3/17/2018 2:00,498,very low
9949,None,271.64,0.0,0.0,90,Clouds,overcast clouds,11/18/2013 3:00,311,very low
16701,None,300.53,0.0,0.0,1,Clear,sky is clear,7/19/2015 16:00,4749,high
44947,None,291.51,0.0,0.0,40,Clouds,scattered clouds,6/14/2018 4:00,928,very low
11544,None,258.96,0.0,0.0,90,Clouds,overcast clouds,1/17/2014 3:00,395,very low
35026,None,298.69,0.0,0.0,1,Clear,sky is clear,7/2/2017 17:00,3545,low
31647,None,261.35,0.0,0.0,1,Clear,sky is clear,3/11/2017 0:00,1459,very low
45019,None,296.08,0.0,0.0,90,Drizzle,light intensity drizzle,6/16/2018 14:00,4900,high
2989,None,266.25,0.0,0.0,59,Clouds,broken clouds,1/17/2013 5:00,2502,very low
14161,None,287.12,0.0,0.0,90,Mist,mist,5/9/2014 3:00,376,very low
46887,None,291.8,0.0,0.0,20,Mist,mist,8/20/2018 23:00,1005,very low
19921,None,279.51,0.0,0.0,90,Mist,mist,12/10/2015 12:00,4743,high
27574,None,276.51099999999997,0.0,0.0,92,Clouds,overcast clouds,10/25/2016 6:00,5510,high
32104,None,278.68,0.0,0.0,90,Rain,moderate rain,3/26/2017 16:00,4396,high
48125,None,285.75,0.0,0.0,20,Clouds,few clouds,9/27/2018 20:00,2856,very low
32534,None,277.46,0.0,0.0,90,Rain,moderate rain,4/10/2017 17:00,6029,very high
13808,None,288.43,0.0,0.0,75,Clouds,broken clouds,4/20/2014 23:00,1132,very low
45763,None,302.36,0.0,0.0,75,Clouds,broken clouds,7/12/2018 13:00,5188,high
34280,None,298.15,0.0,0.0,1,Clear,sky is clear,6/5/2017 14:00,5019,high
177,None,281.25,0.0,0.0,92,Clear,sky is clear,10/10/2012 6:00,5875,very high
31413,None,272.42,0.0,0.0,90,Snow,light snow,3/1/2017 18:00,4755,high
2993,None,272.11,0.0,0.0,90,Clouds,overcast clouds,1/17/2013 8:00,5912,very high
12035,None,255.55,0.0,0.0,1,Clear,sky is clear,2/5/2014 20:00,2651,very low
16051,None,300.55,0.0,0.0,40,Clouds,scattered clouds,6/27/2015 15:00,4286,low
33800,None,279.48,0.0,0.0,90,Clouds,overcast clouds,5/19/2017 8:00,4695,high
33353,None,286.33,0.0,0.0,1,Clear,sky is clear,5/4/2017 10:00,4884,high
38995,None,271.15,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 9:00,5507,high
26112,None,289.35,0.0,0.0,40,Fog,fog,8/28/2016 8:00,2609,very low
27527,None,279.832,0.0,0.0,0,Clear,Sky is Clear,10/23/2016 7:00,1641,very low
39600,None,269.79,0.0,0.0,75,Clouds,broken clouds,12/8/2017 11:00,5083,high
35682,None,296.22,0.0,0.0,90,Thunderstorm,proximity thunderstorm,7/26/2017 4:00,851,very low
25580,None,296.28,0.0,0.0,12,Clouds,few clouds,8/8/2016 10:00,4061,low
27929,None,280.6,0.0,0.0,1,Clear,sky is clear,11/8/2016 19:00,2688,very low
787,None,271.54,0.0,0.0,1,Clear,sky is clear,10/31/2012 6:00,5577,high
29151,None,251.72,0.0,0.0,1,Clear,sky is clear,12/15/2016 10:00,4565,high
27455,None,276.173,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 0:00,720,very low
17724,None,286.69,0.0,0.0,1,Clear,sky is clear,8/25/2015 22:00,1635,very low
32281,None,277.89,0.0,0.0,1,Clear,sky is clear,4/2/2017 2:00,719,very low
48171,None,281.02,0.0,0.0,90,Clouds,overcast clouds,9/29/2018 18:00,4569,high
28741,None,273.96,0.0,0.0,90,Clouds,overcast clouds,12/1/2016 21:00,2783,very low
18640,None,291.57,0.0,0.0,40,Clouds,scattered clouds,9/28/2015 7:00,6558,very high
33324,None,279.22,0.0,0.0,1,Clear,sky is clear,5/3/2017 5:00,2970,low
36754,None,289.75,0.0,0.0,1,Clear,sky is clear,8/30/2017 5:00,3135,low
8568,None,303.61,0.0,0.0,0,Clear,Sky is Clear,8/21/2013 17:00,6104,very high
37521,None,290.88,0.0,0.0,40,Clouds,scattered clouds,9/27/2017 16:00,6680,very high
31120,None,274.17,0.0,0.0,8,Clear,sky is clear,2/18/2017 23:00,2177,very low
19881,None,272.22,0.0,0.0,1,Mist,mist,12/8/2015 8:00,5524,high
28136,None,287.71,0.0,0.0,40,Clouds,scattered clouds,11/16/2016 16:00,6312,very high
44448,None,295.62,0.0,0.0,1,Clear,sky is clear,5/28/2018 7:00,989,very low
26911,None,284.85,0.0,0.0,20,Clouds,few clouds,9/26/2016 23:00,845,very low
10332,None,274.44,0.0,0.0,64,Mist,mist,12/3/2013 4:00,818,very low
47194,None,286.01,0.25,0.0,40,Rain,light rain,8/29/2018 9:00,5421,high
20170,None,271.82,0.0,0.0,90,Clouds,overcast clouds,12/23/2015 22:00,2069,very low
13793,None,281.65,0.0,0.0,90,Clouds,overcast clouds,4/20/2014 6:00,746,very low
32291,None,282.35,0.0,0.0,90,Rain,light rain,4/2/2017 12:00,4383,high
22192,None,273.75,0.0,0.0,75,Mist,mist,4/2/2016 4:00,452,very low
18056,None,299.6,0.0,0.0,1,Haze,haze,9/7/2015 15:00,4383,high
11989,None,257.47,0.0,0.0,75,Clouds,broken clouds,2/3/2014 22:00,1628,very low
46198,None,288.02,0.0,0.0,1,Clear,sky is clear,7/27/2018 3:00,390,very low
7100,None,289.86,0.0,0.0,40,Clouds,scattered clouds,6/19/2013 10:00,4857,high
29523,None,266.27,0.0,0.0,90,Snow,light snow,12/26/2016 17:00,3625,low
29919,None,270.22,0.0,0.0,90,Snow,heavy snow,1/10/2017 8:00,3404,low
33309,None,285.83,0.0,0.0,1,Clear,sky is clear,5/2/2017 14:00,5317,high
17000,None,296.57,0.0,0.0,1,Clear,sky is clear,7/31/2015 10:00,4632,high
29176,None,259.79,0.0,0.0,90,Snow,light snow,12/16/2016 8:00,4718,high
18084,None,298.18,0.0,0.0,1,Clear,sky is clear,9/8/2015 14:00,5232,high
40836,None,275.62,0.0,0.0,90,Clouds,overcast clouds,1/21/2018 12:00,4247,low
26362,None,297.74,0.76,0.0,1,Rain,light rain,9/6/2016 2:00,249,very low
33599,None,288.59,0.0,0.0,1,Clear,sky is clear,5/14/2017 2:00,628,very low
24182,None,293.57,7.11,0.0,92,Rain,heavy intensity rain,6/14/2016 12:00,4999,high
26715,None,299.18,0.0,0.0,1,Clear,sky is clear,9/18/2016 18:00,4223,low
19997,None,274.08,0.0,0.0,90,Snow,light snow,12/14/2015 13:00,4325,low
5632,None,294.5,0.0,0.0,40,Clouds,scattered clouds,4/30/2013 20:00,2932,low
32119,None,276.22,0.0,0.0,90,Mist,mist,3/27/2017 2:00,276,very low
